katakana	english
マンハッタン	Manhattan
カイロ	Cairo
キャスター	caster
シャルル	Charles
ストライキ	strike
ヘルシー	healthy
オナニー	Onanie
ジャージー	jersey
ハブ	have
バッター	batter
ブラン	blanc
アリーナ	arena
エンディング	ending
オリックス	ORIX
ギャグ	gag
ハムスター	hamster
エアロ	aero
ケチャップ	ketchup
スナップ	snap
スリム	slim
ハニー	honey
プラズマ	plasma
ホルダー	holder
インナー	inner
オンリー	only
ジョギング	jogging
ソープ	soap
カリウム	kalium
サーブ	serve
ジョーク	joke
ステレオ	stereo
スーツケース	suitcase
ミドル	middle
コカ	coca
ストーカー	stalker
アウトドア	outdoor
ウォール	wall
ブルーベリー	blueberry
ボウリング	bowling
アトラクション	attraction
ステート	state
ディテール	detail
ハンマー	hammer
レポーター	reporter
スタディー	study
ヒアリング	hearing
マフィア	Mafia
ウィルソン	Wilson
シリア	Syria
バイパス	bypass
フォース	force
アルツハイマー	Alzheimer
ウイル	will
ストッキング	stocking
ミント	mint
ラグ	lag
アドバイザー	adviser
グローバリゼーション	globalization
コンサルティング	consulting
コンセンサス	consensus
セクハラ	sexual harassment
カム	come
セロリ	celery
アーモンド	almond
プルトニウム	plutonium
ジャー	jar
スリッパ	slipper
ブラザー	brother
ボーダー	border
マルク	Mark
サウナ	sauna
チャイルド	child
ビーナス	Venus
ヘーゲル	Hegel
オックスフォード	Oxford
サイレン	siren
ウィンナ	Vienna
チューニング	tuning
ポルノ	pornography
ギャル	gal
クラスメート	classmate
サード	third
ファンデーション	foundation
エッセンス	essence
エリス	Ellis
ストライプ	stripe
ノース	north
プッシュ	push
グランプリ	grand prix
ティ	ti
ナイロン	nylon
ビーフ	beef
エルサレム	Jerusalem
スリップ	slip
テキサス	Texas
ネパール	Nepal
ブレスレット	bracelet
ロン	Long
コック	cook
コーラン	Koran
ヒューマン	human
ムスリム	Muslim
ライナー	liner
ルナ	luna
アクリル	acryl
キリ	cruz
サスペンション	suspension
ジャクソン	Jackson
ドーナツ	doughnut
ネオン	neon
マイクロメートル	micrometer
ミイラ	mirra
コメディー	comedy
コンボ	combo
ピット	pit
ロット	lot
ガイドブック	guidebook
ミサ	missa
モザイク	mosaic
チーフ	chief
デス	death
バード	bird
ルーズベルト	Roosevelt
ロマンス	romance
ウール	wool
カツ	cutlet
パーカ	parka
プル	pull
ルアー	lure
ウェル	well
ハーモニー	harmony
フルート	flute
ワーキング	working
グーグル	Google
フェスタ	festa
ブランデー	brandy
マグネシウム	magnesium
レトロ	retro
アングル	angle
コメ	comment
テーク	take
ネオ	neo
ラベンダー	lavender
テレサ	Teresa
ハードル	hurdle
マルチメディア	multimedia
リバー	river
レイプ	rape
エッグ	egg
クライマックス	climax
シャトル	shuttle
ストライク	strike
ピント	brandpunt
エクササイズ	exercise
スーパーマーケット	supermarket
ヘビー	heavy
リニューアル	renewal
クーリング	cooling
サプライ	supply
シンドローム	syndrome
プロペラ	propeller
マレー	Malay
ウーマン	woman
ステータス	status
ネーミング	naming
フラ	hula
アンリ	Henri
エレガント	elegant
クイック	quick
クッキング	cooking
ゴリラ	gorilla
サウジアラビア	Saudi Arabia
ホラー	horror
ミキサー	mixer
イコール	equal
アッラー	Allah
イースト	east
ゴシック	Gothic
セーラー	sailor
ナウ	now
ラオス	Laos
ハンサム	handsome
バッジ	badge
ピーナッツ	peanuts
セグメント	segment
ビキニ	bikini
ファクター	factor
ロッキード	Lockheed
アンカー	anchor
スマイル	smile
ナチ	Nazi
クラフト	craft
クロゼット	closet
コレクター	collector
バルコニー	balcony
ヒート	heat
ボトム	bottom
リハーサル	rehearsal
ルー	roux
クルー	crew
ゲージ	gauge
ゴージャス	gorgeous
シチュエーション	situation
セクシャル	sexual
ニー	knee
ブルガリア	Bulgaria
アフガン	Afghan
イルミネーション	illumination
サック	sack
ジャーナル	journal
スタイリング	styling
トリートメント	treatment
エッジ	edge
ゴルファー	golfer
パーティション	partition
ライ	rye
ウエートレス	waitress
カヌー	canoe
ディフェンス	defense
トランプ	trump
ペナルティー	penalty
マグマ	magma
マニラ	Manila
エディター	editor
クルーズ	cruise
バスク	Basque
ピエロ	pierrot
ピボット	pivot
ラット	rat
ルーズ	loose
カルテル	Kartell
ファクシミリ	facsimile
ヨハネ	Iohannes
クラウン	crown
セーブ	save
ソクラテス	Sokrates
デリバティブ	derivative
ハワード	Howard
リセット	reset
エロ	erotic
スラム	slum
ヘッドライト	headlight
アップデート	update
ウーロン	oolong
ステアリング	steering
トラスト	trust
パラダイム	paradigm
ピクセル	pixel
ムーン	moon
ヨルダン	Jordan
ゴルバチョフ	Gorbachyov
セーフ	safe
ソーダ	soda
パノラマ	panorama
フロリダ	Florida
ポリシー	policy
マグ	mug
キム	Kim
ギガヘルツ	gigahertz
ドラフト	draft
リタイア	retire
グラニュー	granulated
サントリー	Suntory
セーフティー	safety
ソフトボール	softball
ダービー	Derby
チタン	Titan
ハイブリッド	hybrid
マスト	must
ヨゼフ	Josef
オアシス	oasis
カジノ	casino
ケージ	Cage
スパイク	spike
タルト	tarte
ノア	Noah
フィクション	fiction
ウェア	ware
コンビニエンス	convenience
ジャンパー	jumper
ロレンス	Lawrence
アンデルセン	Andersen
セントラル	central
バリュー	value
ファインダー	finder
ニクソン	Nixon
ファシズム	fascism
ペンギン	penguin
ロース	roast
シスター	sister
シンガー	singer
ファーム	farm
ミュンヘン	Munchen
オードリー	Audrey
カーディガン	cardigan
ゲイン	gain
トッピング	topping
バンパー	bumper
ピストン	piston
キース	Keith
サンプリング	sampling
シュー	chou
ジャワ	Java
チャイム	chime
チャック	Chuck
パーソン	person
プロフェッショナル	professional
プロポーズ	propose
ルック	look
アンモニア	ammonia
トレ	train
エール	yell
ナプキン	napkin
ファイナンス	finance
ムース	mousse
エスカレート	escalate
クエリー	query
レンジャー	ranger
ロフト	loft
オフィシャル	official
コスメ	cosmetic
セールスマン	salesman
ハザード	hazard
バルセロナ	Barcelona
ブロー	blow
プロダクト	product
メタ	meta
ウォッカ	vodka
プロモーション	promotion
コンデンサー	condenser
コンプライアンス	compliance
スノー	snow
デフォルト	default
バングラデシュ	Bangladesh
プレーン	plain
マル	Mal
リーチ	Leech
カルロス	Carlos
ガッツ	guts
サーモン	salmon
リュック	rucksack
ワーグナー	Wagner
アンコール	encore
インテリ	intelligentsiya
クラスター	cluster
ジープ	Jeep
バスケットボール	basketball
ペイオフ	pay-off
リベラル	liberal
シェープ	shape
ダビデ	David
バイキング	Viking
バスト	bust
バーチャル	virtual
プロイセン	Preussen
マウンテン	mountain
リモート	remote
ゲーテ	Goethe
カテーテル	katheter
ゴッホ	Gogh
ショルダー	shoulder
チャリティー	charity
トラウマ	trauma
ファイト	fight
グリル	grill
コースター	coaster
ニッケル	nickel
ローション	lotion
オリバー	Oliver
ギャング	gang
コラーゲン	collagen
シップ	ship
ボーダフォン	Vodafone
タン	tongue
プリンセス	princess
ボナパルト	Bonaparte
モチベーション	motivation
ラム	rum
エデン	Eden
クロム	chrome
ストロー	straw
デア	der
ピアー	peer
アル	al
エンター	enter
シリンダー	cylinder
ジョゼフ	Joseph
タフ	tough
メス	mes
ゴードン	Gordon
ダン	Dan
ナッツ	nuts
ハイビジョン	highvision
プロセッサー	processor
ルーフ	roof
ワルツ	waltz
イワン	Ivan
オブジェ	objet
セダン	sedan
チェア	chair
フォーカス	focus
フローリング	flooring
ブーケ	bouquet
アンサンブル	ensemble
イット	it
エタノール	Athanol
オペレーション	operation
カリ	kali
クウェート	Kuwait
セオリー	theory
デル	del
ヒマラヤ	Himalaya
メグ	Meg
ユーゴスラビア	Yugoslavia
ルパン	Lupin
レスラー	wrestler
ローラー	roller
カットソー	cut sewn
クリーナー	cleaner
ツナ	tuna
パルプ	pulp
ビスケット	biscuit
ピカソ	Picasso
ブラインド	blind
ジニー	Jinny
ハンドバッグ	handbag
バジル	basil
マーチ	march
レオナルド	Leonard
アパートメント	apartment
エバ	Eva
カフェイン	Kaffein
キューブ	cube
グレート	great
ゼネラル	general
テイラー	Taylor
ナンシー	Nancy
ポッター	Potter
ファウル	foul
ペンダント	pendant
リール	reel
クレーン	crane
シュトラウス	Strauss
ショーツ	shorts
デッド	dead
ナノ	nano
ピクニック	picnic
フッター	footer
リクルート	recruit
イラストレーター	illustrator
ウエスタン	Western
ガバナンス	governance
シンナー	thinner
ジュエリー	jewelry
スチュワーデス	stewardess
ディ	di
ディアー	dear
ノーマン	Norman
ウェブサイト	website
シネマ	cinema
ステ	station
ストロボ	strobo
ダイアナ	Diana
ダーウィン	Darwin
パンティー	pantie
キャロル	Carroll
ハリス	Harris
バナー	banner
パブ	pub
ファイター	fighter
マルコ	Marco
マンゴー	mango
モットー	motto
ルーカス	Lucas
アラスカ	Alaska
クリスティー	Christie
ケイ	Kay
ケンブリッジ	Cambridge
セットアップ	set-up
バロック	baroque
ヒストリー	history
イーグル	eagle
グラタン	gratin
コンビナート	kombinat
ジ	the
ジレンマ	dilemma
ヌード	nude
ファスナー	fastener
アポロン	Apollon
ギフト	gift
クラーク	Clark
サリー	sari
シンデレラ	Cinderella
タップ	tap
デーリー	daily
モリス	Morris
カリブ	Carib
キラー	killer
シアトル	Seattle
ジャイアント	giant
マウンド	mound
ワトソン	Watson
アイランド	island
アクア	aqua
キュー	cue
サー	Sir
スピリット	spirit
ムーア	Moore
コント	conte
スクーター	scooter
スチロール	Styrol
チェロ	cello
チンパンジー	chimpanzee
ハッチ	hatch
バイオテクノロジー	biotechnology
フィッシュ	fish
フェニックス	phoenix
フット	foot
フロンティア	frontier
ボクサー	boxer
アロマ	aroma
ココナッツ	coconut
コンソメ	consomme
ジュール	joule
スポーティー	sporty
モロッコ	Morocco
リーフ	leaf
アイアン	iron
グルコース	glucose
サリン	sarin
デモクラシー	democracy
ハンガー	hanger
バドミントン	badminton
メタン	Methan
ウクライナ	Ukraina
セラピー	therapy
バグ	bug
パーソナリティー	personality
ファイナンシャル	financial
ヘルツ	hertz
ペプチド	peptide
レスポンス	response
ロースト	roast
クロック	clock
サーフィン	surfing
フェルト	felt
マトリックス	matrix
シャベル	shovel
ノイローゼ	Neurose
ビデオテープ	videotape
ボー	beau
レオ	Leo
エスカレーター	escalator
ジーパン	jeans pants
チャイナ	China
パーキング	parking
ビーン	bean
ペイン	pain
ポテンシャル	potential
レバノン	Lebanon
ロッジ	lodge
アウェー	away
キャビン	cabin
シュガー	sugar
ジュリアン	Julianne
セシル	Cecil
タリバン	Taliban
ハーマイオニー	Hermione
バーゲン	bargain
ボンネット	bonnet
マート	mart
ミート	meet
メンテ	maintenance
ユア	your
ルックス	looks
ローター	rotor
エゴ	ego
ガンジー	Gandhi
ニコチン	nicotine
ニックネーム	nickname
バザー	bazaar
パーフェクト	perfect
インストラクター	instructor
コントローラー	controller
タイト	tight
ベースボール	baseball
メカ	mechanism
メタボリック	metabolic
クリ	clitoris
タービン	turbine
プラハ	Praha
ビトン	Vuitton
プラチナ	platina
モーション	motion
ユニオン	union
ガイ	guy
スクロール	scroll
スリル	thrill
ファクトリー	factory
ブロンド	blond
ユニクロ	UNIQLO
シンクロ	synchro
バッティング	batting
バーガー	burger
ブティック	boutique
レーサー	racer
サザン	southern
スリランカ	Sri Lanka
トッド	Todd
ロッド	rod
ロータリー	rotary
エロス	eros
シナモン	cinnamon
ショコラ	chocolat
スキャナー	scanner
